chronological_rank,release_date,date_confidence,evolution_id,name,name_zh,slug,category,status,url
974,2026-06-20,inferred,1035,National Pride,,national-pride,REWARDS,expired,https://www.futbin.com/26/evolutions/1035/national-pride
975,2026-06-20,inferred,1036,Greats of The Game Hero,,greats-of-the-game-hero,REWARDS,expired,https://www.futbin.com/26/evolutions/1036/greats-of-the-game-hero
976,2026-06-20,exact,1037,Anchor Down,,anchor-down,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1037/anchor-down
977,2026-06-21,inferred,1038,Greats of the Game Icon,,greats-of-the-game-icon,COSMETICS,expired,https://www.futbin.com/26/evolutions/1038/greats-of-the-game-icon
978,2026-06-21,exact,1039,Piscinin,,piscinin,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1039/piscinin
979,2026-06-22,exact,1040,Steady Eddie,,steady-eddie,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1040/steady-eddie
980,2026-06-23,inferred,1041,Slalom Dribbling,,slalom-dribbling,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1041/slalom-dribbling
981,2026-06-23,exact,1042,Own the Box,,own-the-box,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/1042/own-the-box
982,2026-06-24,exact,1043,Maradona of the Carpathians,,maradona-of-the-carpathians,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1043/maradona-of-the-carpathians
983,2026-06-25,exact,1044,Sharp Senses,,sharp-senses,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1044/sharp-senses
984,2026-06-26,exact,1045,Veni Vidi Vini,,veni-vidi-vini,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1045/veni-vidi-vini
985,2026-06-26,exact,1046,Rounded Royalty,,rounded-royalty,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1046/rounded-royalty
986,2026-06-26,inferred,1047,Glory Hunter - Pinged,,glory-hunter-pinged,REWARDS,active,https://www.futbin.com/26/evolutions/1047/glory-hunter-pinged
987,2026-06-26,inferred,1048,Glory Hunter - Bruiser,,glory-hunter-bruiser,REWARDS,active,https://www.futbin.com/26/evolutions/1048/glory-hunter-bruiser
988,2026-06-26,inferred,1049,Glory Hunter - Incisive,,glory-hunter-incisive,REWARDS,active,https://www.futbin.com/26/evolutions/1049/glory-hunter-incisive
989,2026-06-26,inferred,1050,Glory Hunter - Low Driven,,glory-hunter-low-driven,REWARDS,active,https://www.futbin.com/26/evolutions/1050/glory-hunter-low-driven
990,2026-06-26,inferred,1051,Glory Hunter - Quick Step,,glory-hunter-quick-step,REWARDS,active,https://www.futbin.com/26/evolutions/1051/glory-hunter-quick-step
991,2026-06-26,inferred,1052,Glory Hunter - Intercept,,glory-hunter-intercept,REWARDS,active,https://www.futbin.com/26/evolutions/1052/glory-hunter-intercept
992,2026-06-26,inferred,1053,Glory Hunter - Anticipate,,glory-hunter-anticipate,REWARDS,active,https://www.futbin.com/26/evolutions/1053/glory-hunter-anticipate
993,2026-06-26,inferred,1054,Glory Hunter - Finesse,,glory-hunter-finesse,REWARDS,active,https://www.futbin.com/26/evolutions/1054/glory-hunter-finesse
994,2026-06-26,inferred,1055,Low Driven+,,low-driven,REWARDS,active,https://www.futbin.com/26/evolutions/1055/low-driven
995,2026-06-27,inferred,1056,Pinged Pass+,,pinged-pass,REWARDS,active,https://www.futbin.com/26/evolutions/1056/pinged-pass
996,2026-06-27,inferred,1059,O Capitão,,o-capitao,REWARDS,active,https://www.futbin.com/26/evolutions/1059/o-capitao
997,2026-06-27,inferred,1060,The Little Boy from Rosario,,the-little-boy-from-rosario,REWARDS,active,https://www.futbin.com/26/evolutions/1060/the-little-boy-from-rosario
998,2026-06-27,inferred,1061,Deadball Mastery,,deadball-mastery,REWARDS,active,https://www.futbin.com/26/evolutions/1061/deadball-mastery
999,2026-06-27,inferred,1062,El Bandido,,el-bandido,REWARDS,active,https://www.futbin.com/26/evolutions/1062/el-bandido
1000,2026-06-27,inferred,1063,Given the Keys,,given-the-keys,REWARDS,expired,https://www.futbin.com/26/evolutions/1063/given-the-keys
1001,2026-06-27,inferred,1064,Anticipate+,,anticipate,REWARDS,expired,https://www.futbin.com/26/evolutions/1064/anticipate
1002,2026-06-27,exact,1065,Pitch Protector,,pitch-protector,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1065/pitch-protector
1003,2026-06-27,exact,1066,FoF Pelé II,,fof-pele-ii,FOF: PELÉ,expired,https://www.futbin.com/26/evolutions/1066/fof-pele-ii
1004,2026-06-27,inferred,1067,Glory Hunters,,glory-hunters,COSMETICS,expired,https://www.futbin.com/26/evolutions/1067/glory-hunters
1005,2026-06-28,inferred,1068,Glory Hunter - Anticipate,,glory-hunter-anticipate,REWARDS,expired,https://www.futbin.com/26/evolutions/1068/glory-hunter-anticipate
1006,2026-06-28,exact,1069,Defensive Deadline,,defensive-deadline,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/1069/defensive-deadline
1007,2026-06-29,inferred,1070,Net Breaker,,net-breaker,REWARDS,expired,https://www.futbin.com/26/evolutions/1070/net-breaker
1008,2026-06-29,exact,1071,Flow State,,flow-state,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1071/flow-state
1009,2026-06-30,inferred,1072,Creative Outlet,,creative-outlet,REWARDS,expired,https://www.futbin.com/26/evolutions/1072/creative-outlet
1010,2026-06-30,exact,1073,Chasing Greatness,,chasing-greatness,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1073/chasing-greatness
1011,2026-06-30,exact,1074,Fresh Legs,,fresh-legs,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1074/fresh-legs
1012,2026-07-01,exact,1075,Knockout King,,knockout-king,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1075/knockout-king
1013,2026-07-02,inferred,1076,Total Glory,,total-glory,REWARDS,active,https://www.futbin.com/26/evolutions/1076/total-glory
1014,2026-07-02,exact,1077,Atlantic Miracle,,atlantic-miracle,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1077/atlantic-miracle
1015,2026-07-03,exact,1078,Selhurst Samurai,,selhurst-samurai,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1078/selhurst-samurai
1016,2026-07-03,exact,1079,Fancy Footwork,,fancy-footwork,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1079/fancy-footwork
1017,2026-07-03,inferred,1080,Highland Delivery,,highland-delivery,REWARDS,active,https://www.futbin.com/26/evolutions/1080/highland-delivery
1018,2026-07-03,inferred,1081,Furia Ceca,,furia-ceca,REWARDS,active,https://www.futbin.com/26/evolutions/1081/furia-ceca
1019,2026-07-03,inferred,1082,The Powercube,,the-powercube,REWARDS,active,https://www.futbin.com/26/evolutions/1082/the-powercube
1020,2026-07-04,inferred,1083,No Entry,,no-entry,REWARDS,active,https://www.futbin.com/26/evolutions/1083/no-entry
1021,2026-07-04,inferred,1084,The Final Pass,,the-final-pass,REWARDS,active,https://www.futbin.com/26/evolutions/1084/the-final-pass
1022,2026-07-04,inferred,1085,The Flying Dutchman,,the-flying-dutchman,REWARDS,active,https://www.futbin.com/26/evolutions/1085/the-flying-dutchman
1023,2026-07-04,exact,1086,Central Commander,,central-commander,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1086/central-commander
1024,2026-07-04,inferred,1087,Glory Hunters,,glory-hunters,COSMETICS,expired,https://www.futbin.com/26/evolutions/1087/glory-hunters
1025,2026-07-05,inferred,1088,Formational Mastery,,formational-mastery,REWARDS,expired,https://www.futbin.com/26/evolutions/1088/formational-mastery
1026,2026-07-05,inferred,1089,Forward Flank,,forward-flank,REWARDS,expired,https://www.futbin.com/26/evolutions/1089/forward-flank
1027,2026-07-05,exact,1090,Scoring Sensation,,scoring-sensation,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/1090/scoring-sensation
1028,2026-07-05,inferred,1091,Built for Distance,,built-for-distance,REWARDS,expired,https://www.futbin.com/26/evolutions/1091/built-for-distance
1029,2026-07-05,inferred,1092,Glory Hunter - Technical,,glory-hunter-technical,REWARDS,active,https://www.futbin.com/26/evolutions/1092/glory-hunter-technical
1030,2026-07-06,inferred,1093,Glory Hunter - Rapid,,glory-hunter-rapid,REWARDS,active,https://www.futbin.com/26/evolutions/1093/glory-hunter-rapid
1031,2026-07-06,inferred,1094,Creating Space,,creating-space,REWARDS,expired,https://www.futbin.com/26/evolutions/1094/creating-space
1032,2026-07-06,exact,1095,Finishing Touches,,finishing-touches,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1095/finishing-touches
1033,2026-07-07,exact,1096,PlayStyle Enhancer,,playstyle-enhancer,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1096/playstyle-enhancer
1034,2026-07-08,exact,1097,From Flank to Finish,,from-flank-to-finish,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1097/from-flank-to-finish
1035,2026-07-09,exact,1098,LW Roles++,,lw-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1098/lw-roles
1036,2026-07-09,exact,1099,CM Roles++,,cm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1099/cm-roles
1037,2026-07-09,exact,1100,RW Roles++,,rw-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1100/rw-roles
1038,2026-07-09,exact,1101,CAM Roles++,,cam-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1101/cam-roles
1039,2026-07-09,exact,1102,GK Roles++,,gk-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1102/gk-roles
1040,2026-07-09,exact,1103,ST Roles++,,st-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1103/st-roles
1041,2026-07-09,exact,1104,LM Roles++,,lm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1104/lm-roles
1042,2026-07-09,exact,1105,RB Roles++,,rb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1105/rb-roles
1043,2026-07-09,exact,1106,CB Roles++,,cb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1106/cb-roles
1044,2026-07-09,exact,1107,RM Roles++,,rm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1107/rm-roles
1045,2026-07-09,exact,1108,CDM Roles++,,cdm-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1108/cdm-roles
1046,2026-07-09,exact,1109,LB Roles++,,lb-roles,ROLES,expired,https://www.futbin.com/26/evolutions/1109/lb-roles
1047,2026-07-09,inferred,1110,Immovable Object,,immovable-object,SEASON 9 LEVEL: 1,expired,https://www.futbin.com/26/evolutions/1110/immovable-object
1048,2026-07-09,inferred,1111,Unstoppable Force,,unstoppable-force,SEASON 9 LEVEL: 2,expired,https://www.futbin.com/26/evolutions/1111/unstoppable-force
1049,2026-07-09,inferred,1112,Make your National Pride Star - Part 1,,make-your-national-pride-star-part-1,SEASON 9 LEVEL: 1,expired,https://www.futbin.com/26/evolutions/1112/make-your-national-pride-star-part-1
1050,2026-07-09,inferred,1113,Peak Performance,,peak-performance,SEASON 9 LEVEL: 8,expired,https://www.futbin.com/26/evolutions/1113/peak-performance
1051,2026-07-09,inferred,1114,Make Your National Pride Star - Part 2,,make-your-national-pride-star-part-2,SEASON 9 LEVEL: 14,expired,https://www.futbin.com/26/evolutions/1114/make-your-national-pride-star-part-2
1052,2026-07-09,inferred,1115,Anticipate+,,anticipate,SEASON 9 LEVEL: 25,expired,https://www.futbin.com/26/evolutions/1115/anticipate
1053,2026-07-09,inferred,1116,Rapid+,,rapid,SEASON 9 LEVEL: 28,expired,https://www.futbin.com/26/evolutions/1116/rapid
1054,2026-07-09,exact,1117,Five-Star Flair,,five-star-flair,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1117/five-star-flair
1055,2026-07-10,exact,1118,La Masia Spark,,la-masia-spark,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1118/la-masia-spark
1056,2026-07-10,exact,1119,Still Got It,,still-got-it,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/1119/still-got-it
1057,2026-07-10,inferred,1120,The Perfect 10,,the-perfect-10,1000 FUTTIES TOKENS,active,https://www.futbin.com/26/evolutions/1120/the-perfect-10
1058,2026-07-10,inferred,1121,Touchline Titan,,touchline-titan,500 FUTTIES TOKENS,active,https://www.futbin.com/26/evolutions/1121/touchline-titan
1059,2026-07-10,inferred,1122,Wingback Wunder,,wingback-wunder,200 FUTTIES TOKENS,expired,https://www.futbin.com/26/evolutions/1122/wingback-wunder
1060,2026-07-11,inferred,1123,No Stutter,,no-stutter,REWARDS,expired,https://www.futbin.com/26/evolutions/1123/no-stutter
1061,2026-07-11,inferred,1124,All Out Attack,,all-out-attack,REWARDS,expired,https://www.futbin.com/26/evolutions/1124/all-out-attack
1062,2026-07-11,inferred,1125,Phenom Rising,,phenom-rising,REWARDS,expired,https://www.futbin.com/26/evolutions/1125/phenom-rising
1063,2026-07-11,exact,1126,Iron Sentinel,,iron-sentinel,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1126/iron-sentinel
1064,2026-07-11,inferred,1127,FoF Pelé III,,fof-pele-iii,FOF: PELÉ,expired,https://www.futbin.com/26/evolutions/1127/fof-pele-iii
1065,2026-07-11,exact,1128,Phenoms,,phenoms,COSMETICS,expired,https://www.futbin.com/26/evolutions/1128/phenoms
1066,2026-07-12,exact,1129,From Miss to Ice,,from-miss-to-ice,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1129/from-miss-to-ice
1067,2026-07-13,exact,1130,Heart of the Squad,,heart-of-the-squad,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1130/heart-of-the-squad
1068,2026-07-14,inferred,1131,Low Driven Shot+,,low-driven-shot,REWARDS,expired,https://www.futbin.com/26/evolutions/1131/low-driven-shot
1069,2026-07-14,exact,1132,Youthful Valor,,youthful-valor,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1132/youthful-valor
1070,2026-07-15,exact,1133,FoF Pelé IV,,fof-pele-iv,FOF: PELÉ,expired,https://www.futbin.com/26/evolutions/1133/fof-pele-iv
1071,2026-07-16,exact,1134,Prime Prospect,,prime-prospect,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1134/prime-prospect
1072,2026-07-17,exact,1135,The Humble Viking,,the-humble-viking,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1135/the-humble-viking
1073,2026-07-17,exact,1136,Summer Spark,,summer-spark,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1136/summer-spark
1074,2026-07-17,inferred,1137,Hitting Your Stride,,hitting-your-stride,100 FUTTIES TOKENS,expired,https://www.futbin.com/26/evolutions/1137/hitting-your-stride
1075,2026-07-17,inferred,1138,Gearing Up,,gearing-up,100 FUTTIES TOKENS,expired,https://www.futbin.com/26/evolutions/1138/gearing-up
1076,2026-07-17,inferred,1139,Gaucho Guardian,,gaucho-guardian,200 FUTTIES TOKENS,expired,https://www.futbin.com/26/evolutions/1139/gaucho-guardian
1077,2026-07-17,inferred,1140,Far Reach+ and Close Down+,,far-reach-and-close-down,REWARDS,expired,https://www.futbin.com/26/evolutions/1140/far-reach-and-close-down
1078,2026-07-17,inferred,1141,Incisive Pass+ and Tiki Taka+,,incisive-pass-and-tiki-taka,REWARDS,expired,https://www.futbin.com/26/evolutions/1141/incisive-pass-and-tiki-taka
1079,2026-07-18,inferred,1142,Low Driven+ and Gamechanger+,,low-driven-and-gamechanger,REWARDS,expired,https://www.futbin.com/26/evolutions/1142/low-driven-and-gamechanger
1080,2026-07-18,inferred,1143,Precision Header+ and Enforcer+,,precision-header-and-enforcer,REWARDS,expired,https://www.futbin.com/26/evolutions/1143/precision-header-and-enforcer
1081,2026-07-18,inferred,1144,Prime Marksman,,prime-marksman,REWARDS,expired,https://www.futbin.com/26/evolutions/1144/prime-marksman
1082,2026-07-18,inferred,1145,Perfect Link Up,,perfect-link-up,REWARDS,expired,https://www.futbin.com/26/evolutions/1145/perfect-link-up
1083,2026-07-18,inferred,1146,Shutdown,,shutdown,REWARDS,expired,https://www.futbin.com/26/evolutions/1146/shutdown
1084,2026-07-18,exact,1147,Rapid Resilience,,rapid-resilience,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1147/rapid-resilience
1085,2026-07-18,exact,1148,Summer Stars,,summer-stars,COSMETICS,expired,https://www.futbin.com/26/evolutions/1148/summer-stars
1086,2026-07-19,exact,1149,Mr. Nonchalant,,mr-nonchalant,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1149/mr-nonchalant
1087,2026-07-19,exact,1150,FoF Pelé V,,fof-pele-v,FOF: PELÉ,expired,https://www.futbin.com/26/evolutions/1150/fof-pele-v
1088,2026-07-21,exact,1151,FUTTIES Countdown,,futties-countdown,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/1151/futties-countdown
1089,2026-07-24,exact,1152,The Metronome,,the-metronome,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1152/the-metronome
1090,2026-07-24,inferred,1153,Route One,,route-one,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1153/route-one
1091,2026-07-24,exact,1154,Flow State,,flow-state,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1154/flow-state
1092,2026-07-24,inferred,1155,Strike Force Is Back!,,strike-force-is-back,200 FUTTIES TOKENS,active,https://www.futbin.com/26/evolutions/1155/strike-force-is-back
1093,2026-07-24,inferred,1156,No Way Through,,no-way-through,100 FUTTIES TOKENS,active,https://www.futbin.com/26/evolutions/1156/no-way-through
1094,2026-07-25,inferred,1157,Thread the needle,,thread-the-needle,REWARDS,expired,https://www.futbin.com/26/evolutions/1157/thread-the-needle
1095,2026-07-25,inferred,1158,Set Piece FC,,set-piece-fc,REWARDS,expired,https://www.futbin.com/26/evolutions/1158/set-piece-fc
1096,2026-07-25,inferred,1159,Elite Midfielder,,elite-midfielder,100 FUTTIES TOKENS,active,https://www.futbin.com/26/evolutions/1159/elite-midfielder
1097,2026-07-25,exact,1160,Speed Merchant,,speed-merchant,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1160/speed-merchant
1098,2026-07-26,exact,1161,Dynamic Drive,,dynamic-drive,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/1161/dynamic-drive
1099,2026-07-26,inferred,1162,99 Dribbling,,99-dribbling,FC 27 PRE ORDER,active,https://www.futbin.com/26/evolutions/1162/99-dribbling
1100,2026-07-26,inferred,1163,99 Physical,,99-physical,FC 27 PRE ORDER,active,https://www.futbin.com/26/evolutions/1163/99-physical
1101,2026-07-26,inferred,1164,Aura Farming,,aura-farming,REWARDS,expired,https://www.futbin.com/26/evolutions/1164/aura-farming
1102,2026-07-26,inferred,1165,Golden Boot,,golden-boot,REWARDS,expired,https://www.futbin.com/26/evolutions/1165/golden-boot
1103,2026-07-26,inferred,1166,Make Your National Pride Evolution Part 3 - Anticipate+,,make-your-national-pride-evolution-part-3-anticipate,SEASON 9 LEVEL: 25,expired,https://www.futbin.com/26/evolutions/1166/make-your-national-pride-evolution-part-3-anticipate
1104,2026-07-26,inferred,1167,Make Your National Pride Evolution Part 3 - Bruiser+,,make-your-national-pride-evolution-part-3-bruiser,SEASON 9 LEVEL: 25,expired,https://www.futbin.com/26/evolutions/1167/make-your-national-pride-evolution-part-3-bruiser
1105,2026-07-26,inferred,1168,Make Your National Pride Evolution Part 3 - Finesse+,,make-your-national-pride-evolution-part-3-finesse,SEASON 9 LEVEL: 25,expired,https://www.futbin.com/26/evolutions/1168/make-your-national-pride-evolution-part-3-finesse
1106,2026-07-27,inferred,1169,Make Your National Pride Evolution Part 3 - Rapid+,,make-your-national-pride-evolution-part-3-rapid,SEASON 9 LEVEL: 24,expired,https://www.futbin.com/26/evolutions/1169/make-your-national-pride-evolution-part-3-rapid
1107,2026-07-27,inferred,1170,Make Your National Pride Evolution Part 3 - Tiki Taka+,,make-your-national-pride-evolution-part-3-tiki-taka,SEASON 9 LEVEL: 25,expired,https://www.futbin.com/26/evolutions/1170/make-your-national-pride-evolution-part-3-tiki-taka
1108,2026-07-27,inferred,1171,Make Your National Pride Evolution Part 3 - Quick Step+,,make-your-national-pride-evolution-part-3-quick-step,SEASON 9 LEVEL: 25,expired,https://www.futbin.com/26/evolutions/1171/make-your-national-pride-evolution-part-3-quick-step
1109,2026-07-27,inferred,1172,Make Your National Pride Evolution Part 3 - Intercept+,,make-your-national-pride-evolution-part-3-intercept,SEASON 9 LEVEL: 25,expired,https://www.futbin.com/26/evolutions/1172/make-your-national-pride-evolution-part-3-intercept
1110,2026-07-27,inferred,1173,Make Your National Pride Evolution Part 3 - Incisive Pass+,,make-your-national-pride-evolution-part-3-incisive-pass,SEASON 9 LEVEL: 24,expired,https://www.futbin.com/26/evolutions/1173/make-your-national-pride-evolution-part-3-incisive-pass
1111,2026-07-27,inferred,1174,Make Your National Pride Evolution Part 3 - Low Driven Shot+,,make-your-national-pride-evolution-part-3-low-driven-shot,SEASON 9 LEVEL: 22,expired,https://www.futbin.com/26/evolutions/1174/make-your-national-pride-evolution-part-3-low-driven-shot
1112,2026-07-27,inferred,1175,Make Your National Pride Evolution Part 3 - Technical+,,make-your-national-pride-evolution-part-3-technical,SEASON 9 LEVEL: 25,expired,https://www.futbin.com/26/evolutions/1175/make-your-national-pride-evolution-part-3-technical
1113,2026-07-27,inferred,1176,National Pride,,national-pride,REWARDS,expired,https://www.futbin.com/26/evolutions/1176/national-pride
1114,2026-07-27,exact,1177,Cultured Commander,,cultured-commander,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1177/cultured-commander
1115,2026-07-27,inferred,1178,You Shall Not Pass,,you-shall-not-pass,REWARDS,expired,https://www.futbin.com/26/evolutions/1178/you-shall-not-pass
1116,2026-07-28,inferred,1179,Pink Heritage,,pink-heritage,REWARDS,expired,https://www.futbin.com/26/evolutions/1179/pink-heritage
1117,2026-07-28,exact,1180,Left behind,,left-behind,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1180/left-behind
1118,2026-07-29,exact,1181,Flair Factory,,flair-factory,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1181/flair-factory
1119,2026-07-30,exact,1182,Floor Raiser,,floor-raiser,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1182/floor-raiser
1120,2026-07-31,exact,1183,FUTTIES Blueprint I,,futties-blueprint-i,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1183/futties-blueprint-i
1121,2026-07-31,exact,1184,Wind-Up Merchant,,wind-up-merchant,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1184/wind-up-merchant
1122,2026-07-31,inferred,1185,Speed Demon,,speed-demon,100 FUTTIES TOKENS,active,https://www.futbin.com/26/evolutions/1185/speed-demon
1123,2026-07-31,inferred,1186,Auto Defender,,auto-defender,100 FUTTIES TOKENS,active,https://www.futbin.com/26/evolutions/1186/auto-defender
1124,2026-07-31,inferred,1187,Mr. Undroppable,,mr-undroppable,200 FUTTIES TOKENS,active,https://www.futbin.com/26/evolutions/1187/mr-undroppable
1125,2026-08-01,inferred,1188,CB Shift,,cb-shift,REWARDS,expired,https://www.futbin.com/26/evolutions/1188/cb-shift
1126,2026-08-01,inferred,1189,Bruise Control,,bruise-control,REWARDS,expired,https://www.futbin.com/26/evolutions/1189/bruise-control
1127,2026-08-01,inferred,1190,Dazzling Dribbler,,dazzling-dribbler,REWARDS,expired,https://www.futbin.com/26/evolutions/1190/dazzling-dribbler
1128,2026-08-01,exact,1191,Signed and Delivered,,signed-and-delivered,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1191/signed-and-delivered
1129,2026-08-02,inferred,1192,FUTTIES,,futties,COSMETICS,expired,https://www.futbin.com/26/evolutions/1192/futties
1130,2026-08-02,inferred,1193,LW Shift,,lw-shift,REWARDS,expired,https://www.futbin.com/26/evolutions/1193/lw-shift
1131,2026-08-03,exact,1194,FUTTIES Blueprint II,,futties-blueprint-ii,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1194/futties-blueprint-ii
1132,2026-08-03,inferred,1195,The Perfect Break,,the-perfect-break,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/1195/the-perfect-break
1133,2026-08-03,inferred,1196,The Creative Spark,,the-creative-spark,REWARDS,expired,https://www.futbin.com/26/evolutions/1196/the-creative-spark
1134,2026-08-03,exact,1197,Let Me Cook,,let-me-cook,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1197/let-me-cook
1135,2026-08-04,exact,1198,Bail Out,,bail-out,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1198/bail-out
1136,2026-08-05,exact,1199,Year of the Fullbacks,,year-of-the-fullbacks,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1199/year-of-the-fullbacks
1137,2026-08-06,exact,1200,The High Line,,the-high-line,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1200/the-high-line
1138,2026-08-06,inferred,1201,Max Sweat,,max-sweat,REWARDS,expired,https://www.futbin.com/26/evolutions/1201/max-sweat
1139,2026-08-07,inferred,1202,Born Striker,,born-striker,REWARDS,expired,https://www.futbin.com/26/evolutions/1202/born-striker
1140,2026-08-07,exact,1203,The Landlord,,the-landlord,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1203/the-landlord
1141,2026-08-07,exact,1204,Right Route,,right-route,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1204/right-route
1142,2026-08-07,inferred,1205,Too Basic,,too-basic,100 FUTTIES TOKENS,active,https://www.futbin.com/26/evolutions/1205/too-basic
1143,2026-08-07,inferred,1206,Posture Check,,posture-check,100 FUTTIES TOKENS,active,https://www.futbin.com/26/evolutions/1206/posture-check
1144,2026-08-07,inferred,1207,FUTTIES 5th Pinged Pass+,,futties-5th-pinged-pass,REWARDS,active,https://www.futbin.com/26/evolutions/1207/futties-5th-pinged-pass
1145,2026-08-07,inferred,1208,FUTTIES 5th Anticipate+,,futties-5th-anticipate,REWARDS,active,https://www.futbin.com/26/evolutions/1208/futties-5th-anticipate
1146,2026-08-07,inferred,1209,FUTTIES 5th Rapid+,,futties-5th-rapid,REWARDS,active,https://www.futbin.com/26/evolutions/1209/futties-5th-rapid
1147,2026-08-08,inferred,1210,FUTTIES 5th Technical+,,futties-5th-technical,REWARDS,active,https://www.futbin.com/26/evolutions/1210/futties-5th-technical
1148,2026-08-08,inferred,1211,Sunny Innit,,sunny-innit,200 FUTTIES TOKENS,active,https://www.futbin.com/26/evolutions/1211/sunny-innit
1149,2026-08-08,inferred,1212,FUTTIES 5th Intercept+,,futties-5th-intercept,REWARDS,active,https://www.futbin.com/26/evolutions/1212/futties-5th-intercept
1150,2026-08-08,inferred,1213,FUTTIES 5th Finesse Shot+,,futties-5th-finesse-shot,REWARDS,active,https://www.futbin.com/26/evolutions/1213/futties-5th-finesse-shot
1151,2026-08-08,inferred,1214,FUTTIES 5th Bruiser+,,futties-5th-bruiser,REWARDS,active,https://www.futbin.com/26/evolutions/1214/futties-5th-bruiser
1152,2026-08-08,inferred,1215,FUTTIES 5th Low Driven Shot+,,futties-5th-low-driven-shot,REWARDS,active,https://www.futbin.com/26/evolutions/1215/futties-5th-low-driven-shot
1153,2026-08-08,exact,1216,Fullback Force,,fullback-force,EVOLUTIONS,expired,https://www.futbin.com/26/evolutions/1216/fullback-force
1154,2026-08-09,exact,1217,FUTTIES 5th Pinged Pass+,,futties-5th-pinged-pass,TRAINING CAMP,expired,https://www.futbin.com/26/evolutions/1217/futties-5th-pinged-pass
1155,2026-08-09,inferred,1218,Passing the Test,,passing-the-test,REWARDS|EXPIRING SOON,active,https://www.futbin.com/26/evolutions/1218/passing-the-test
1156,2026-08-10,inferred,1219,Striker Instinct,,striker-instinct,REWARDS,expired,https://www.futbin.com/26/evolutions/1219/striker-instinct
