releaseDate,evolutionId,name,category,inputOverallMax,inputPlaystylePlusMax,outputOverall,positions,rarity,playstylePlusAddCount,playstylePlusAdded,free,repeatable,dateConfidence,sourceUrl
2026-03-06,528,Low Driven Shot+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Low Driven Shot,,Unlimited,exact,https://www.futbin.com/26/evolutions/528/low-driven-shot
2026-03-06,529,Power Shot+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Power Shot,,Unlimited,exact,https://www.futbin.com/26/evolutions/529/power-shot
2026-03-06,530,Block+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Block,,Unlimited,inferred,https://www.futbin.com/26/evolutions/530/block
2026-03-06,531,Precision Header+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Precision Header,,Unlimited,exact,https://www.futbin.com/26/evolutions/531/precision-header
2026-03-06,532,Anticipate+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Anticipate,,Unlimited,inferred,https://www.futbin.com/26/evolutions/532/anticipate
2026-03-06,533,Incisive Pass+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Incisive Pass,,Unlimited,exact,https://www.futbin.com/26/evolutions/533/incisive-pass
2026-03-06,534,Aerial Fortress+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Aerial Fortress,,Unlimited,inferred,https://www.futbin.com/26/evolutions/534/aerial-fortress
2026-03-06,535,Acrobatic+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Acrobatic,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/535/acrobatic
2026-03-06,536,Chip Shot+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Chip Shot,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/536/chip-shot
2026-03-06,537,Dead Ball+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Dead Ball,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/537/dead-ball
2026-03-06,538,Finesse Shot+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Finesse Shot,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/538/finesse-shot
2026-03-06,539,Gamechanger+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Gamechanger,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/539/gamechanger
2026-03-06,540,Low Driven Shot+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Low Driven Shot,true,Unlimited,exact,https://www.futbin.com/26/evolutions/540/low-driven-shot
2026-03-06,541,Power Shot+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Power Shot,true,Unlimited,exact,https://www.futbin.com/26/evolutions/541/power-shot
2026-03-06,542,Precision Header+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Precision Header,true,Unlimited,exact,https://www.futbin.com/26/evolutions/542/precision-header
2026-03-06,543,Incisive Pass+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Incisive Pass,true,Unlimited,exact,https://www.futbin.com/26/evolutions/543/incisive-pass
2026-03-06,544,Inventive+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Inventive,true,Unlimited,exact,https://www.futbin.com/26/evolutions/544/inventive
2026-03-06,545,Long Ball Pass+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Long Ball Pass,true,Unlimited,exact,https://www.futbin.com/26/evolutions/545/long-ball-pass
2026-03-06,546,Pinged Pass+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Pinged Pass,true,Unlimited,exact,https://www.futbin.com/26/evolutions/546/pinged-pass
2026-03-06,547,Tiki Taka+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Tiki Taka,true,Unlimited,exact,https://www.futbin.com/26/evolutions/547/tiki-taka
2026-03-06,548,Whipped Pass+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Whipped Pass,true,Unlimited,exact,https://www.futbin.com/26/evolutions/548/whipped-pass
2026-03-06,549,First Touch+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,First Touch,true,Unlimited,exact,https://www.futbin.com/26/evolutions/549/first-touch
2026-03-06,550,Press Proven+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Press Proven,true,Unlimited,exact,https://www.futbin.com/26/evolutions/550/press-proven
2026-03-06,551,Rapid+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Rapid,true,Unlimited,exact,https://www.futbin.com/26/evolutions/551/rapid
2026-03-06,552,Technical+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Technical,true,Unlimited,exact,https://www.futbin.com/26/evolutions/552/technical
2026-03-06,553,Trickster+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Trickster,true,Unlimited,exact,https://www.futbin.com/26/evolutions/553/trickster
2026-03-06,554,Aerial Fortress+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Aerial Fortress,true,Unlimited,exact,https://www.futbin.com/26/evolutions/554/aerial-fortress
2026-03-06,555,Acrobatic,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/555/acrobatic
2026-03-06,556,Chip Shot,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/556/chip-shot
2026-03-06,557,Dead Ball,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/557/dead-ball
2026-03-06,558,Finesse Shot,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/558/finesse-shot
2026-03-06,559,Gamechanger,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/559/gamechanger
2026-03-06,560,Low Driven Shot,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/560/low-driven-shot
2026-03-06,561,Power Shot,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/561/power-shot
2026-03-06,562,Precision Header,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/562/precision-header
2026-03-06,563,Incisive Pass,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/563/incisive-pass
2026-03-06,564,Inventive,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/564/inventive
2026-03-06,565,Long Ball Pass,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/565/long-ball-pass
2026-03-06,566,Pinged Pass,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/566/pinged-pass
2026-03-06,567,Tiki Taka,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/567/tiki-taka
2026-03-06,568,Whipped Pass,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/568/whipped-pass
2026-03-06,569,First Touch,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/569/first-touch
2026-03-06,570,Press Proven,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/570/press-proven
2026-03-06,571,Rapid,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/571/rapid
2026-03-06,572,Technical,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/572/technical
2026-03-06,573,Trickster,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/573/trickster
2026-03-06,574,Aerial Fortress,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,exact,https://www.futbin.com/26/evolutions/574/aerial-fortress
2026-03-06,575,Trickster+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Trickster,,Unlimited,exact,https://www.futbin.com/26/evolutions/575/trickster
2026-03-06,576,Inventive+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Inventive,,Unlimited,exact,https://www.futbin.com/26/evolutions/576/inventive
2026-03-06,577,Technical+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Technical,,Unlimited,exact,https://www.futbin.com/26/evolutions/577/technical
2026-03-06,578,Long Ball Pass+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Long Ball Pass,,Unlimited,exact,https://www.futbin.com/26/evolutions/578/long-ball-pass
2026-03-06,579,Rapid+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Rapid,,Unlimited,exact,https://www.futbin.com/26/evolutions/579/rapid
2026-03-06,580,Pinged Pass+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Pinged Pass,,Unlimited,exact,https://www.futbin.com/26/evolutions/580/pinged-pass
2026-03-06,581,Press Proven+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Press Proven,,Unlimited,exact,https://www.futbin.com/26/evolutions/581/press-proven
2026-03-06,582,Tiki Taka+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Tiki Taka,,Unlimited,exact,https://www.futbin.com/26/evolutions/582/tiki-taka
2026-03-06,583,Whipped Pass+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Whipped Pass,,Unlimited,exact,https://www.futbin.com/26/evolutions/583/whipped-pass
2026-03-06,584,First Touch+,PREMIUM PS+ BAKERY,,,,,Rarity: FUT Birthday,1,First Touch,,Unlimited,exact,https://www.futbin.com/26/evolutions/584/first-touch
2026-03-06,585,Anticipate,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/585/anticipate
2026-03-06,586,Block,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/586/block
2026-03-06,587,Intercept,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/587/intercept
2026-03-06,588,Jockey,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/588/jockey
2026-03-06,589,Slide Tackle,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/589/slide-tackle
2026-03-07,590,Bruiser,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/590/bruiser
2026-03-07,591,Enforcer,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/591/enforcer
2026-03-07,592,Long Throw,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/592/long-throw
2026-03-07,593,Quick Step,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/593/quick-step
2026-03-07,594,Relentless,PS BAKERY,,,,,Rarity: FUT Birthday,0,,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/594/relentless
2026-03-07,595,Birthday Fullback,EVOLUTIONS,88,,90,LB or RB,Not Rarity: World Tour Silver Stars,2,Intercept | Pinged Pass,,true,exact,https://www.futbin.com/26/evolutions/595/birthday-fullback
2026-03-07,596,Finesse Shot+,REWARDS,90,,,,Not Rarity: World Tour Silver Stars,1,Finesse Shot,true,true,inferred,https://www.futbin.com/26/evolutions/596/finesse-shot
2026-03-08,597,4 Star Weak Foot,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/597/4-star-weak-foot
2026-03-08,598,The Party is Inside,EVOLUTIONS,88,,90,RM or RW,Not Rarity: World Tour Silver Stars,2,Technical | Incisive Pass,,true,exact,https://www.futbin.com/26/evolutions/598/the-party-is-inside
2026-03-08,599,Quick Step+,REWARDS,90,,,,Not Rarity: World Tour Silver Stars,1,Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/599/quick-step
2026-03-08,600,Anticipate+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Anticipate,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/600/anticipate
2026-03-08,601,Block+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Block,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/601/block
2026-03-08,602,Intercept+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Intercept,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/602/intercept
2026-03-08,603,Jockey+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Jockey,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/603/jockey
2026-03-09,604,Slide Tackle+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Slide Tackle,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/604/slide-tackle
2026-03-09,605,Bruiser+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Bruiser,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/605/bruiser
2026-03-09,606,Enforcer+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Enforcer,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/606/enforcer
2026-03-09,607,Long Throw+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Long Throw,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/607/long-throw
2026-03-09,608,Quick Step+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Quick Step,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/608/quick-step
2026-03-09,609,Relentless+,PS+ BAKERY,,,,,Rarity: FUT Birthday,1,Relentless,true,Unlimited,inferred,https://www.futbin.com/26/evolutions/609/relentless
2026-03-09,610,Prepare for the party,EVOLUTIONS,87,,,,Not Rarity: World Tour Silver Stars,0,,true,2,exact,https://www.futbin.com/26/evolutions/610/prepare-for-the-party
2026-03-10,611,5 Star Factory,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/611/5-star-factory
2026-03-10,612,Candles & Cramps,EVOLUTIONS,88,,89,CB,Not Rarity: World Tour Silver Stars,2,Quick Step | Anticipate,,true,exact,https://www.futbin.com/26/evolutions/612/candles--cramps
2026-03-11,613,Pressure? What Pressure,REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/613/pressure-what-pressure
2026-03-11,614,Winger Transformation,EVOLUTIONS,89,,,,Not Rarity: World Tour Silver Stars,0,,,true,exact,https://www.futbin.com/26/evolutions/614/winger-transformation
2026-03-11,615,Make Your Idol - Starter,SEASON 6 LEVEL: 1,85,,85,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/615/make-your-idol-starter
2026-03-11,616,Make Your Idol - Attacker 1,SEASON 6 LEVEL: 3,85,,87,,Rarity: World Tour Evolution,0,,true,true,inferred,https://www.futbin.com/26/evolutions/616/make-your-idol-attacker-1
2026-03-11,617,Make Your Idol - Tiki Taka+,SEASON 6 LEVEL: 3,,,,,Rarity: World Tour Evolution,1,Tiki Taka,true,true,inferred,https://www.futbin.com/26/evolutions/617/make-your-idol-tiki-taka
2026-03-11,618,Make Your Idol - Incisive Pass+,SEASON 6 LEVEL: 3,,,,,Rarity: World Tour Evolution,1,Incisive Pass,true,true,inferred,https://www.futbin.com/26/evolutions/618/make-your-idol-incisive-pass
2026-03-11,619,Make Your Idol - Midfielder 1,SEASON 6 LEVEL: 3,85,,87,,Rarity: World Tour Evolution,0,,true,true,inferred,https://www.futbin.com/26/evolutions/619/make-your-idol-midfielder-1
2026-03-11,620,Make Your Idol - Low Driven+,SEASON 6 LEVEL: 3,,,,,Rarity: World Tour Evolution,1,Low Driven Shot,true,true,inferred,https://www.futbin.com/26/evolutions/620/make-your-idol-low-driven
2026-03-11,621,Make Your Idol - Technical+,SEASON 6 LEVEL: 3,,,,,Rarity: World Tour Evolution,1,Technical,true,true,inferred,https://www.futbin.com/26/evolutions/621/make-your-idol-technical
2026-03-11,622,Make Your Idol - Jockey+,SEASON 6 LEVEL: 3,,,,,Rarity: World Tour Evolution,1,Jockey,true,true,inferred,https://www.futbin.com/26/evolutions/622/make-your-idol-jockey
2026-03-11,623,Make Your Idol - Intercept+,SEASON 6 LEVEL: 3,,,,,Rarity: World Tour Evolution,1,Intercept,true,true,inferred,https://www.futbin.com/26/evolutions/623/make-your-idol-intercept
2026-03-11,624,Make Your Idol - Defender 1,SEASON 6 LEVEL: 3,85,,87,,Rarity: World Tour Evolution,0,,true,true,inferred,https://www.futbin.com/26/evolutions/624/make-your-idol-defender-1
2026-03-11,625,Make Your Idol - Attacker 2,SEASON 6 LEVEL: 7,87,,89,,Rarity: World Tour Evolution,0,,true,true,inferred,https://www.futbin.com/26/evolutions/625/make-your-idol-attacker-2
2026-03-11,626,Make Your Idol - Midfielder 2,SEASON 6 LEVEL: 7,87,,89,,Rarity: World Tour Evolution,0,,true,true,inferred,https://www.futbin.com/26/evolutions/626/make-your-idol-midfielder-2
2026-03-11,627,Make Your Idol - Defender 2,SEASON 6 LEVEL: 7,87,,89,,Rarity: World Tour Evolution,0,,true,true,inferred,https://www.futbin.com/26/evolutions/627/make-your-idol-defender-2
2026-03-11,628,Make Your Idol - Attacker 3,SEASON 6 LEVEL: 21,89,,91,,Rarity: World Tour Evolution,0,,true,true,inferred,https://www.futbin.com/26/evolutions/628/make-your-idol-attacker-3
2026-03-11,629,Make Your Idol - Midfielder 3,SEASON 6 LEVEL: 21,89,,91,,Rarity: World Tour Evolution,0,,true,true,inferred,https://www.futbin.com/26/evolutions/629/make-your-idol-midfielder-3
2026-03-12,630,Make Your Idol - Defender 3,SEASON 6 LEVEL: 21,89,,91,,Rarity: World Tour Evolution,0,,true,true,inferred,https://www.futbin.com/26/evolutions/630/make-your-idol-defender-3
2026-03-12,631,Locked & Loaded - Season lvl 25,SEASON 6 - REWARDS,88,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/631/locked--loaded-season-lvl-25
2026-03-12,632,Relentless+ - Season lvl 27,SEASON 6 - REWARDS,89,,,,Not Rarity: World Tour Silver Stars,1,Relentless,true,true,inferred,https://www.futbin.com/26/evolutions/632/relentless-season-lvl-27
2026-03-12,633,Dish 'em Out - Season 6 Level 1 (P),SEASON 6 - REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/633/dish-em-out-season-6-level-1-p
2026-03-12,634,Architect of Play - Season 6 Level 4 (P),SEASON 6 - REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,2,inferred,https://www.futbin.com/26/evolutions/634/architect-of-play-season-6-level-4-p
2026-03-12,635,Sweep & Supply,SEASON 6 - REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/635/sweep--supply
2026-03-12,636,Roadrunner - Season 6 Level 24 (P),SEASON 6 - REWARDS,89,,,,Not Rarity: World Tour Silver Stars,0,,true,true,inferred,https://www.futbin.com/26/evolutions/636/roadrunner-season-6-level-24-p
2026-03-12,637,Up to Speed,SEASON 6 - REWARDS,89,,,,Not Rarity: World Tour Silver Stars,2,Low Driven Shot | Power Shot,true,true,inferred,https://www.futbin.com/26/evolutions/637/up-to-speed
2026-03-12,639,Pinged Pass+ - Season lvl 28,SEASON 6 - REWARDS,90,,,,Not Rarity: World Tour Silver Stars,1,Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/639/pinged-pass-season-lvl-28
2026-03-12,640,Make Your Idol - Finesse+,SEASON 6 LEVEL: 7,,,,,Rarity: World Tour Evolution,1,Finesse Shot,true,true,inferred,https://www.futbin.com/26/evolutions/640/make-your-idol-finesse
2026-03-12,641,Make Your Idol - First Touch+,SEASON 6 LEVEL: 7,,,,,Rarity: World Tour Evolution,1,First Touch,true,true,inferred,https://www.futbin.com/26/evolutions/641/make-your-idol-first-touch
2026-03-12,642,Make Your Idol - Pinged Pass+,SEASON 6 LEVEL: 7,,,,,Rarity: World Tour Evolution,1,Pinged Pass,true,true,inferred,https://www.futbin.com/26/evolutions/642/make-your-idol-pinged-pass
2026-03-12,643,Make Your Idol - Rapid+,SEASON 6 LEVEL: 7,,,,,Rarity: World Tour Evolution,1,Rapid,true,true,inferred,https://www.futbin.com/26/evolutions/643/make-your-idol-rapid
2026-03-12,644,Make Your Idol - Quick Step+,SEASON 6 LEVEL: 7,,,,,Rarity: World Tour Evolution,1,Quick Step,true,true,inferred,https://www.futbin.com/26/evolutions/644/make-your-idol-quick-step
2026-03-12,645,Make Your Idol - Anticipate+,SEASON 6 LEVEL: 7,,,,,Rarity: World Tour Evolution,1,Anticipate,true,true,inferred,https://www.futbin.com/26/evolutions/645/make-your-idol-anticipate
2026-03-12,646,Cake Catcher,EVOLUTIONS,88,,90,GK,Not Rarity: World Tour Silver Stars,2,Rush Out | Footwork,,true,exact,https://www.futbin.com/26/evolutions/646/cake-catcher
2026-03-12,647,Goal Machine,SEASON 6 LEVEL: 8,88,,,,Not Rarity: World Tour Silver Stars,0,,true,5,inferred,https://www.futbin.com/26/evolutions/647/goal-machine
2026-03-13,649,Birthday Bonito,EVOLUTIONS,89,,91,LW,Not Rarity: World Tour Silver Stars,2,Finesse Shot | Technical,,true,exact,https://www.futbin.com/26/evolutions/649/birthday-bonito
2026-03-13,650,Old School Midfielder,EVOLUTIONS,87,,88,CDM,Not Rarity: World Tour Silver Stars,2,Press Proven | Intercept,true,true,exact,https://www.futbin.com/26/evolutions/650/old-school-midfielder
2026-03-14,651,Brilliant Dribbler,EVOLUTIONS,88,,89,,Not Rarity: World Tour Silver Stars,2,Technical | First Touch,,2,exact,https://www.futbin.com/26/evolutions/651/brilliant-dribbler
2026-03-14,652,FUT Birthday Retro 18,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/652/fut-birthday-retro-18
2026-03-14,653,FUT Birthday Retro 19,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/653/fut-birthday-retro-19
2026-03-14,654,FUT Birthday Retro 20,COSMETICS,,,,,Not Rarity: World Tour Silver Stars,0,,,2,exact,https://www.futbin.com/26/evolutions/654/fut-birthday-retro-20
